"containsURL","URLcount","RTcount","htgScore","reply","OOVratio","first_follower","first_popularity","first_mention","first_list","sum_follower","sum_popularity","sum_mention","sum_list","important_follower","important_popularity","important_mention","important_list"
"True","1.0","0","13.3333","False","0.037","267","0.2","0","16","267","0.2","0","16","267","0.2","0","16"
"True","1.0","0","11.5","False","0.0267","267","0.2","0","16","267","0.2","0","16","267","0.2","0","16"
"True","1.0","0","9.75","False","0.0217","45","0.2","0","4","45","0.2","0","4","45","0.2","0","4"
"True","1.0","0","10.3333","False","0.0684","802","0.2","0","358","802","0.2","0","358","802","0.2","0","358"
"True","1.0","0","23.0","False","0.0625","53","0.2","0","1","53","0.2","0","1","53","0.2","0","1"
"False","0.0","0","4.0","False","0.0078","53","0.2","0","19","53","0.2","0","19","53","0.2","0","19"
"True","1.0","0","8.4","False","0.0185","45","0.2","0","4","45","0.2","0","4","45","0.2","0","4"
"True","1.0","0","9.4","False","0.0256","267","0.2","0","16","267","0.2","0","16","267","0.2","0","16"
"True","1.0","0","8.4","False","0.02","45","0.2","0","4","45","0.2","0","4","45","0.2","0","4"
"True","1.0","0","23.0","False","0.0725","63","0.2","0","46","63","0.2","0","46","63","0.2","0","46"
"True","1.0","0","10.25","False","0.0545","267","0.2","0","16","267","0.2","0","16","267","0.2","0","16"
"False","0.0","0","1.0","False","0.0857","226","0.2","0","2","226","0.2","0","2","226","0.2","0","2"
"False","0.0","0","15.0","False","0.0787","7835","0.2","0","36","7835","0.2","0","36","7835","0.2","0","36"
"False","0.0","0","1.0","False","0.0457","1931","0.2","0","13","1931","0.2","0","13","1931","0.2","0","13"
"True","1.0","0","8.4","False","0.0185","45","0.2","0","4","45","0.2","0","4","45","0.2","0","4"
"True","1.0","0","13.3333","False","0.0282","267","0.2","0","16","267","0.2","0","16","267","0.2","0","16"
"True","1.0","0","11.6667","False","0.0247","45","0.2","0","4","45","0.2","0","4","45","0.2","0","4"
"True","1.0","0","9.4","False","0.0449","267","0.2","0","16","267","0.2","0","16","267","0.2","0","16"
"False","0.0","0","8.3333","False","0.0345","799","0.2","0","11","799","0.2","0","11","799","0.2","0","11"
"True","1.0","0","23.0","False","0.0759","53","0.2","0","1","53","0.2","0","1","53","0.2","0","1"
"True","1.0","0","10.3333","False","0.0598","293","0.2","0","304","293","0.2","0","304","293","0.2","0","304"
"True","1.0","0","11.0","False","0.0727","267","0.2","0","16","267","0.2","0","16","267","0.2","0","16"
"True","1.0","0","13.3333","False","0.046","267","0.2","0","16","267","0.2","0","16","267","0.2","0","16"
"True","1.0","0","23.0","False","0.0816","143","0.2","0","1","143","0.2","0","1","143","0.2","0","1"
"True","1.0","0","13.3333","False","0.0698","267","0.2","0","16","267","0.2","0","16","267","0.2","0","16"
