"containsURL","URLcount","RTcount","htgScore","reply","OOVratio","first_follower","first_popularity","first_mention","first_list","sum_follower","sum_popularity","sum_mention","sum_list","important_follower","important_popularity","important_mention","important_list"
"True","1.0","0","5.5","False","0.0635","99","0.2","0","3","99","0.2","0","3","99","0.2","0","3"
"False","0.0","0","6.5","False","0.0115","17","0.2","0","1","17","0.2","0","1","17","0.2","0","1"
"False","0.0","0","6.5","False","0.043","17","0.2","0","1","17","0.2","0","1","17","0.2","0","1"
"False","0.0","0","16.0","False","0.0725","285","0.2","0","2","285","0.2","0","2","285","0.2","0","2"
"False","0.0","0","16.0","False","0.1011","285","0.2","0","2","285","0.2","0","2","285","0.2","0","2"
"True","1.0","3","5.25","False","0.0303","3788","0.2","0","170","3788","0.2","0","170","3788","0.2","0","170"
"True","1.0","0","5.5","False","0.0806","99","0.2","0","3","99","0.2","0","3","99","0.2","0","3"
"False","0.0","0","1.0","False","0.0457","1931","0.2","0","13","1931","0.2","0","13","1931","0.2","0","13"
"True","1.0","0","4.75","False","0.0323","137","0.2","0","54","137","0.2","0","54","137","0.2","0","54"
"True","1.0","0","8.5","False","0.0803","4","0.2","0","0","4","0.2","0","0","4","0.2","0","0"
"True","1.0","2","4.4","False","0.0315","3788","0.2","0","170","3788","0.2","0","170","3788","0.2","0","170"
"False","0.0","0","16.0","False","0.069","285","0.2","0","2","285","0.2","0","2","285","0.2","0","2"
"True","1.0","0","2.875","False","0.009","391","0.2","0","5","391","0.2","0","5","391","0.2","0","5"
"False","0.0","2","16.0","False","0.0678","285","0.2","0","2","285","0.2","0","2","285","0.2","0","2"
"False","0.0","0","16.0","False","0.0971","285","0.2","0","2","285","0.2","0","2","285","0.2","0","2"
"False","0.0","0","7.6667","False","0.0139","17","0.2","0","1","17","0.2","0","1","17","0.2","0","1"
"False","0.0","0","7.6667","False","0.0145","17","0.2","0","1","17","0.2","0","1","17","0.2","0","1"
